product_id,cost_price
1067,114.74
1068,170.77
1069,105.53
1070,103.87
1071,151.43
1072,113.89
1073,100.59
1074,151.41
1075,161.57
1076,122.55
1077,189.23
1078,142.91
1079,172.8
1080,128.94
1081,124.2
1082,100.66
1083,123.32
1084,194.98
1085,167.49
1086,165.52
1087,131.12
1088,180.79
1089,107.75
1090,173.08
1091,142.42
1092,132.8
1093,102.23
1094,144.94
1095,117.22
1096,100.74
1097,190.01
1098,153.0
1099,197.24
1100,159.42
1101,103.78
1102,108.32
1103,181.18
1104,173.89
1105,138.43
1106,195.23
1107,119.81
1108,115.1
1109,130.24
1110,176.23
1111,117.43
1112,130.49
1113,127.02
1114,188.24
1115,169.57
1116,130.46
1117,172.69
1118,172.7
1119,179.46
1120,138.5
1121,103.7
1122,152.62
1123,188.26
1124,117.68
1125,139.02
1126,123.33
1127,169.15
1128,190.83
1129,186.61
1130,104.75
1131,100.04
1132,146.79
1133,191.05
1134,166.04
1135,119.64
1136,145.38
1137,173.81
1138,199.15
1139,155.16
1140,190.65
1141,146.17
1142,127.14
1143,165.74
1144,131.04
1145,180.99
1146,173.63
1147,174.17
1148,115.65
1149,130.4
1150,152.33
1151,138.64
1152,133.1
1153,111.21
1154,157.99
1155,121.55
1156,195.82
1157,125.29
1158,130.3
1159,198.3
1160,121.66
1161,194.49
1162,117.4
1163,160.54
1164,168.73
1165,170.83
1166,182.56
1167,155.33
1168,190.14
1169,179.86
1170,182.6
1171,120.17
1172,197.48
1173,199.04
1174,199.46
1175,125.26
1176,152.9
1177,105.05
1178,113.96
1179,102.42
1180,109.24
1181,159.68
1182,115.12
1183,175.36
1184,178.77
1185,184.38
1186,118.72
1187,106.08
1188,182.13
1189,185.51
1190,114.88
1191,136.19
1192,159.06
1193,187.09
1194,164.16
1195,187.42
1196,155.85
1197,156.49
1198,186.68
1199,183.45
1200,181.76
1201,182.07
1202,147.42
1203,159.72
1204,172.17
1205,174.99
1206,160.79
1207,102.67
1208,154.05
1209,115.63
1210,154.99
1211,106.84
1212,145.02
1213,160.0
1214,175.8
1215,102.78
1216,199.95
1217,126.53
1218,185.06
1219,100.19
1220,167.33
1221,159.91
1222,123.29
1223,176.13
1224,157.13
1225,190.32
1226,196.29
1227,132.12
1228,175.85
1229,165.24
1230,158.18
1231,159.44
1232,186.51
1233,166.21
1234,124.03
1235,135.45
1236,195.18
1237,199.59
1238,117.94
1239,169.54
1240,185.78
1241,163.57
1242,198.49
1243,150.01
1244,173.31
1245,114.31
1246,183.82
1247,160.28
1248,155.19
1249,119.76
1250,123.85
1251,127.16
1252,129.42
1253,181.62
1254,108.26
1255,198.4
1256,119.01
1257,128.93
1258,127.35
1259,137.49
1260,141.62
1261,185.14
1262,156.94
1263,109.97
1264,173.04
1265,102.85
1266,122.62
1267,116.06
1268,168.43
1269,162.87
1270,116.67
1271,158.39
1272,122.23
1273,114.99
1274,107.76
1275,175.0
1276,108.93
1277,167.66
1278,194.14
1279,199.14
1280,111.2
1281,138.65
1282,119.88
1283,145.43
1284,122.99
1285,136.23
1286,188.95
1287,124.21
1288,154.84
1289,125.54
1290,189.55
1291,187.32
1292,156.27
1293,141.78
1294,182.14
1295,161.11
1296,190.32
1297,169.86
1298,137.22
1299,126.35
1300,191.05
1301,177.98
1302,104.02
1303,133.49
1304,153.92
1305,174.59
1306,131.56
1307,167.61
1308,170.38
1309,114.49
1310,103.12
1311,185.71
1312,118.26
1313,169.39
1314,136.23
1315,149.99
1316,153.75
1317,154.52
1318,143.89
1319,197.24
1320,187.41
1321,101.57
1322,171.91
1323,136.21
1324,141.96
1325,140.57
1326,191.48
1327,178.94
1328,147.51
1329,113.61
1330,121.13
1331,171.8
1332,121.01
1333,142.62
1334,168.46
1335,191.85
1336,184.15
1337,118.7
1338,199.24
1339,191.88
1340,138.6
1341,131.36
1342,182.94
1343,118.3
1344,155.97
1345,100.42
1346,116.31
1347,103.59
1348,148.48
1349,118.87
1350,196.53
1351,166.71
1352,141.52
1353,161.35
1354,144.07
1355,165.55
1356,197.95
1357,143.7
1358,190.09
1359,196.59
1360,191.28
1361,145.76
1362,145.62
1363,172.36
1364,102.29
1365,170.27
1366,152.33
1367,127.02
1368,168.79
1369,124.73
1370,151.46
1371,125.98
1372,167.86
1373,119.6
1374,182.75
1375,152.81
1376,137.15
1377,167.01
1378,147.11
1379,185.53
1380,186.75
1381,107.46
1382,116.35
1383,198.9
1384,161.73
1385,124.2
1386,179.8
1387,154.64
1388,191.75
1389,196.45
1390,199.8
1391,165.41
1392,148.02
1393,133.95
1394,122.83
1395,152.51
1396,152.22
1397,100.15
1398,151.38
1399,188.89
1400,176.13
1401,193.08
1402,159.64
1403,101.25
1404,185.99
1405,161.86
1406,180.41
1407,170.02
1408,193.8
1409,112.77
1410,129.57
1411,171.44
1412,154.56
1413,162.76
1414,182.09
1415,130.35
1416,194.62
1417,125.33
1418,190.51
1419,141.97
1420,190.23
1421,102.97
1422,182.16
1423,163.54
1424,163.41
1425,123.74
1426,109.24
1427,102.63
1428,107.91
1429,179.92
1430,172.68
1431,109.22
1432,168.0
1433,179.39
1434,181.58
1435,132.7
1436,144.69
1437,104.67
1438,121.2
1439,103.5
1440,199.29
1441,182.3
1442,181.47
1443,104.03
1444,196.51
1445,124.97
1446,159.24
1447,191.11
1448,148.05
1449,117.93
1450,165.63
1451,159.16
1452,115.69
1453,110.88
1454,155.84
1455,193.57
1456,173.03
1457,131.51
1458,187.35
1459,151.37
1460,174.49
1461,166.85
1462,148.56
1463,120.98
1464,164.94
1465,141.6
1466,154.73
1467,177.2
1468,157.03
1469,108.5
1470,112.82
1471,180.6
1472,178.77
1473,127.84
1474,173.15
1475,148.47
1476,171.78
1477,113.59
1478,119.69
1479,141.82
1480,147.02
1481,191.36
1482,170.98
1483,182.13
1484,103.82
1485,144.04
1486,176.25
1487,137.41
1488,141.46
1489,155.53
1490,124.01
1491,134.62
1492,174.72
1493,195.66
1494,109.87
1495,164.41
1496,122.79
1497,126.79
1498,196.23
1499,131.0
1500,140.91
1501,130.15
1502,114.94
1503,171.33
1504,108.75
1505,135.78
1506,118.46
1507,157.83
1508,154.32
1509,173.51
1510,164.37
1511,181.56
1512,151.65
1513,169.58
1514,185.61
1515,162.71
1516,183.77
1517,197.44
1518,106.62
1519,101.99
1520,138.46
1521,105.97
1522,189.82
1523,181.99
1524,159.94
1525,198.02
1526,187.62
1527,151.58
1528,173.28
1529,152.22
1530,115.64
1531,177.95
1532,130.01
1533,144.41
1534,152.26
1535,184.57
1536,191.25
1537,160.33
1538,137.22
1539,149.04
1540,140.52
1541,195.34
1542,150.03
1543,189.23
1544,182.32
1545,118.14
1546,188.87
1547,193.18
1548,172.11
1549,189.65
1550,181.41
1551,192.15
1552,128.78
1553,130.81
1554,167.12
1555,116.19
1556,183.96
1557,139.86
1558,142.84
1559,114.08
1560,132.35
1561,175.46
1562,178.36
1563,151.51
1564,183.1
1565,110.89
1566,126.12
1567,187.59
1568,197.06
1569,156.56
1570,170.85
1571,180.26
1572,165.21
1573,143.2
1574,187.62
1575,151.56
1576,178.67
1577,183.77
1578,161.62
1579,191.21
1580,196.01
1581,140.37
1582,193.32
1583,184.77
1584,186.27
1585,198.05
1586,182.42
1587,192.77
1588,171.75
1589,141.99
1590,102.59
1591,176.93
1592,195.44
1593,197.75
1594,106.68
1595,168.46
1596,102.81
1597,193.51
1598,109.93
1599,161.96
1600,159.06
1601,124.34
1602,140.32
1603,199.27
1604,138.76
1605,179.26
1606,170.31
1607,167.78
1608,154.43
1609,150.33
1610,158.59
1611,101.88
1612,193.74
1613,167.03
1614,124.94
1615,153.1
1616,123.02
1617,117.66
1618,177.25
1619,115.57
1620,149.41
1621,115.7
1622,186.99
1623,188.45
1624,160.44
1625,157.67
1626,119.98
1627,127.32
1628,144.53
1629,129.05
1630,198.84
1631,171.58
1632,177.46
1633,154.6
1634,102.55
1635,178.57
1636,171.74
1637,155.27
1638,187.93
1639,164.94
1640,135.68
1641,111.82
1642,106.29
1643,149.89
1644,129.42
1645,150.58
1646,171.35
1647,170.89
1648,131.85
1649,193.29
1650,148.78
1651,169.56
1652,179.62
1653,114.5
1654,117.5
1655,194.21
1656,153.92
1657,155.44
1658,132.95
1659,134.88
1660,100.37
1661,116.3
1662,197.91
1663,153.39
1664,161.73
1665,135.7
1666,139.09
1667,164.31
1668,178.57
1669,143.56
1670,114.14
1671,146.18
1672,148.81
1673,180.82
1674,113.84
1675,174.86
1676,114.92
1677,152.82
1678,164.35
1679,141.12
1680,118.28
1681,180.69
1682,145.22
1683,112.6
1684,147.43
1685,164.32
1686,131.79
1687,153.72
1688,131.41
1689,128.09
1690,106.41
1691,117.01
1692,136.07
1693,147.8
1694,119.36
1695,143.62
1696,147.24
1697,173.51
1698,109.45
1699,105.2
1700,134.98
1701,183.32
1702,191.42
1703,144.93
1704,179.36
1705,118.06
1706,173.6
1707,168.33
1708,172.44
1709,161.85
1710,160.61
1711,156.12
1712,130.72
1713,188.35
1714,120.29
1715,109.72
1716,113.36
1717,102.24
1718,116.95
1719,176.17
1720,143.32
1721,116.12
1722,143.24
1723,180.84
1724,106.01
1725,191.57
1726,191.45
1727,101.4
1728,118.85
1729,102.76
1730,141.3
1731,198.49
1732,168.02
1733,170.16
1734,170.44
1735,127.71
1736,168.03
1737,161.93
1738,142.98
1739,109.67
1740,148.32
1741,161.16
1742,125.49
1743,152.9
1744,140.28
1745,117.93
1746,117.26
1747,173.23
1748,177.98
1749,133.99
1750,130.62
1751,152.15
1752,133.89
1753,157.15
1754,126.48
1755,138.71
1756,172.52
1757,103.65
1758,113.22
1759,196.38
1760,137.69
1761,164.87
1762,191.4
1763,150.07
1764,124.5
1765,179.45
1766,142.27
1767,175.27
1768,155.88
1769,170.17
1770,187.31
1771,145.72
1772,129.9
1773,186.47
1774,144.49
1775,123.14
1776,174.51
1777,180.6
1778,144.15
1779,153.98
1780,139.47
1781,186.51
1782,131.29
1783,167.09
1784,132.46
1785,106.35
1786,103.32
1787,187.83
1788,119.33
1789,159.19
1790,129.95
1791,198.53
1792,192.13
1793,154.79
1794,100.25
1795,142.8
1796,171.03
1797,146.93
1798,146.11
1799,118.39
1800,144.19
1801,105.37
1802,149.87
1803,117.94
1804,140.42
1805,126.02
1806,150.75
1807,193.14
1808,148.11
1809,168.29
1810,166.42
1811,186.65
1812,150.39
1813,193.49
1814,177.37
1815,108.6
1816,125.84
1817,115.26
1818,116.07
1819,152.77
1820,160.2
1821,135.33
1822,169.13
1823,178.03
1824,184.72
1825,181.36
1826,125.41
1827,160.87
1828,132.24
1829,191.85
1830,198.3
1831,149.91
1832,142.66
1833,104.49
1834,120.36
1835,129.45
1836,103.87
1837,141.65
1838,128.7
1839,135.65
1840,123.97
1841,133.72
1842,153.21
1843,186.09
1844,104.82
1845,143.43
1846,121.18
1847,169.11
1848,184.35
1849,104.17
1850,193.38
1851,103.09
1852,162.65
1853,196.49
1854,181.34
1855,100.12
1856,156.28
1857,122.21
1858,120.0
1859,159.17
1860,167.52
1861,166.52
1862,165.8
1863,173.03
1864,184.26
1865,128.61
1866,166.13
1867,148.94
1868,142.66
1869,179.99
1870,123.24
1871,133.49
1872,148.37
1873,185.65
1874,166.99
1875,179.86
1876,150.99
1877,126.69
1878,179.24
1879,187.36
1880,179.17
1881,130.53
1882,144.35
1883,105.36
1884,141.61
1885,173.79
1886,196.99
1887,172.1
1888,118.75
1889,112.75
1890,119.86
1891,130.75
1892,121.25
1893,168.83
1894,156.94
1895,149.16
1896,129.58
1897,183.25
1898,128.9
1899,179.59
1900,174.93
1901,104.84
1902,125.0
1903,134.31
1904,179.47
1905,159.91
1906,130.45
1907,109.75
1908,116.51
1909,130.42
1910,181.64
1911,195.69
1912,129.09
1913,157.18
1914,171.61
1915,183.75
1916,159.06
1917,157.34
1918,161.82
1919,118.88
1920,138.66
1921,142.27
1922,133.13
1923,192.14
1924,102.68
1925,118.0
1926,150.56
1927,141.51
1928,126.05
1929,138.77
1930,140.47
1931,167.21
1932,127.62
1933,112.79
1934,189.77
1935,135.51
1936,103.34
1937,146.77
1938,179.34
1939,192.24
1940,115.85
1941,119.41
1942,160.01
1943,189.4
1944,155.33
1945,110.78
1946,124.09
1947,159.08
1948,120.38
1949,141.39
1950,196.11
1951,179.03
1952,137.43
1953,122.43
1954,137.05
1955,160.41
1956,124.65
1957,159.16
1958,173.17
1959,148.38
1960,112.84
1961,150.05
1962,194.68
1963,178.69
1964,110.57
1965,106.63
1966,164.41
1967,123.1
1968,184.61
1969,119.96
1970,147.83
1971,130.92
1972,155.66
1973,153.83
1974,132.01
1975,111.39
1976,163.14
1977,167.03
1978,173.18
1979,151.22
1980,152.78
1981,100.04
1982,165.3
1983,139.71
1984,126.84
1985,153.25
1986,102.17
1987,118.33
1988,134.0
1989,173.17
1990,172.46
1991,109.96
1992,179.76
1993,195.04
1994,199.87
1995,187.06
1996,160.26
1997,122.43
1998,139.91
1999,188.61
2000,101.5
2001,126.06
2002,135.04
2003,101.52
2004,187.43
2005,166.37
2006,123.34
2007,143.92
2008,158.23
2009,110.9
2010,139.18
2011,123.56
2012,175.43
2013,103.18
2014,188.14
2015,137.5
2016,116.83
2017,161.94
2018,119.97
2019,103.51
2020,130.03
2021,116.69
2022,122.15
2023,185.76
2024,186.9
2025,183.31
2026,146.21
2027,115.09
2028,102.21
2029,158.91
2030,100.68
2031,125.36
2032,113.58
2033,165.58
2034,191.72
2035,173.88
2036,119.32
2037,112.27
2038,123.9
2039,166.58
2040,109.85
2041,123.75
2042,196.68
2043,103.78
2044,161.71
2045,167.45
2046,154.87
2047,117.0
2048,100.15
2049,147.28
2050,198.99
2051,180.3
2052,149.94
2053,137.07
2054,171.2
2055,100.81
2056,160.5
2057,135.71
2058,153.93
2059,144.73
2060,151.91
2061,154.98
2062,174.63
2063,155.02
2064,154.96
2065,172.44
2066,151.26
2067,140.79
2068,181.21
2069,144.88
2070,197.39
2071,131.98
2072,148.08
2073,104.73
2074,150.45
2075,186.6
2076,181.44
2077,123.94
2078,159.98
2079,176.72
2080,198.72
2081,121.57
2082,114.34
2083,124.36
2084,109.12
2085,154.82
2086,178.0
2087,105.24
2088,176.53
2089,143.81
2090,141.63
2091,158.09
2092,121.53
2093,159.35
2094,162.79
2095,121.55
2096,199.29
2097,145.05
2098,144.74
2099,176.65
2100,189.62
2101,185.98
2102,104.85
2103,119.61
2104,185.44
2105,157.46
2106,147.14
2107,149.24
2108,126.14
2109,110.13
2110,125.95
2111,111.56
2112,187.78
2113,144.35
2114,199.61
2115,180.47
2116,105.68
2117,160.61
2118,118.88
2119,185.51
2120,140.17
2121,122.92
2122,161.22
2123,192.16
2124,145.39
2125,134.77
2126,178.58
2127,161.7
2128,177.76
2129,181.58
2130,130.82
2131,129.39
2132,150.33
2133,163.96
2134,167.81
2135,116.56
2136,132.77
2137,137.85
2138,116.48
2139,148.57
2140,166.38
